"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"residual[30]",0.131404910186569,0.000117920518656796,0.0191780015812364,0.0939793008473433,0.118547338178668,0.131415815514661,0.144120202136495,0.169071310077873,26450.1377895738,1.00002139648727
"residual[31]",-0.157668168094602,0.000117542080904576,0.019129563413131,-0.19502798565863,-0.170494131372803,-0.157652669040806,-0.144993760436576,-0.120104331076896,26486.42642794,1.00002135649057
"residual[32]",-0.0706005488106094,7.55661239829889e-05,0.0140094846964795,-0.0980301889668729,-0.0801071736815087,-0.0705516983602719,-0.0611071805751964,-0.0427965483857164,34370.8307544539,1.00002070221178
"residual[33]",-0.0513335829189007,6.35501387912731e-05,0.0126043999507736,-0.0760212678457504,-0.0598748542095566,-0.0513414344937004,-0.0428002798779801,-0.0266098904803961,39337.915574233,1.00002831543145
"residual[34]",-0.486580232571496,6.15046302267539e-05,0.0123252687369403,-0.510801717550304,-0.494878140584347,-0.486584281569711,-0.478270212929962,-0.462435447205959,40158.4711769561,1.000037323775
"residual[35]",-0.0781466866768159,0.000117134851941865,0.0187753271321003,-0.114946688872856,-0.090672003062215,-0.0781597041154027,-0.0655734850147702,-0.0410897356713936,25692.2866893292,1.00006585393947
"residual[36]",-0.434046409330256,0.000117994499338373,0.0188840544784595,-0.471046287391249,-0.446636558551801,-0.434050881933596,-0.42140242370356,-0.396844897135049,25613.3842963682,1.00006587705921
"residual[37]",-0.0807395670590213,0.000181143836116966,0.0271332281229564,-0.134387712643397,-0.0989619219224163,-0.0807721060142574,-0.0624264247259192,-0.0272034475513432,22436.5362317492,1.00006427779403
"residual[38]",-0.131882050492374,0.000169581104429413,0.025588057549826,-0.182443742906451,-0.149014137090658,-0.131881908476429,-0.114604410286776,-0.0814575152135523,22767.7292859221,1.00006477864455
"residual[39]",0.261069331371707,0.00016955223594089,0.0255842165861135,0.210515046293796,0.243941078950396,0.261068128566452,0.278344529009046,0.311486451668011,22768.6459178755,1.00006477986336
"residual[40]",-0.0266228076048556,0.000102543503674601,0.0169608868748175,-0.0599061911465927,-0.0379569783619416,-0.026595070843678,-0.0153111626627878,0.00666588731297045,27357.7773435778,1.00006494617255
"residual[41]",-0.0151340685894565,9.82353150658293e-05,0.0164381476342604,-0.0473807447534743,-0.0261527525006429,-0.0151248761888336,-0.00412237782683089,0.0170521817996388,28000.8018625278,1.00006442378604
"residual[42]",-0.0491702706046167,9.31758857097961e-05,0.0158333137729104,-0.0802561975954772,-0.0597826975284259,-0.0491433879652217,-0.0385490203876855,-0.0181481466299084,28875.9696880244,1.00006359513634
"residual[43]",0.495798937369299,9.412549306026e-05,0.0159460379969333,0.464483549787174,0.485110451986746,0.495825660979845,0.506518699941592,0.527023109307639,28700.6056093282,1.00006377102678
"mean_ln_cv",0.00817155848735456,0,0,0.00817155848735456,0.00817155848735456,0.00817155848735456,0.00817155848735456,0.00817155848735456,2.00030004500646,0.9998999949995
"ln_fcst",12.270716028134,6.8082179771211e-05,0.0131792750153601,12.2446121800271,12.2618036598413,12.2706811637117,12.2795878272853,12.2965395207428,37472.7993147237,1.00002351064898
"fcst",213374.23432725,14.5265652178967,2812.19478916117,207858.363085048,211462.648670413,213348.266558704,215256.97528826,218937.049165039,37477.0089033714,1.00002371019715
"post_ln_pred[1]",12.1016650739682,0.000916710729715419,0.183492073515823,11.7384357619464,11.9784963927678,12.1021652080477,12.2246756572198,12.458524513333,40065.4465446177,0.999969074455424
"post_ln_pred[2]",12.6059528762108,0.000615782164818253,0.121766133920652,12.3669096543861,12.5236085131932,12.6064502811324,12.6877710561856,12.8445598215607,39101.9866065277,1.00008878049084
"post_ln_pred[3]",12.3051709698226,0.000848465791229171,0.169547580678778,11.9738656267058,12.1906275780226,12.3058589860697,12.4183439876543,12.6411781027089,39931.3984728652,1.00000644633776
"post_ln_pred[4]",12.2634498453285,0.00129773642169795,0.257112174857046,11.7636921266206,12.0888475409109,12.2627983132005,12.4358044000385,12.7682692595323,39252.9496219663,0.999933818314435
"post_ln_pred[5]",12.6238183991648,0.000840939235341251,0.167009147084769,12.299726030581,12.5111305611815,12.6234146097172,12.7360840631883,12.9522943485849,39441.3058015206,0.999940552880192
"post_ln_pred[6]",12.5123410955057,0.00044907691722537,0.0877144997510829,12.3418679859395,12.4530109340598,12.5120395967065,12.5716074944936,12.6842186872328,38150.5950646227,1.00001749350073
"post_ln_pred[7]",12.0444850644782,0.000518570505441241,0.103867189104901,11.8399112626287,11.975184917078,12.04500055954,12.1149120275827,12.245890106586,40118.171780641,0.9999624740032
"post_ln_pred[8]",11.9203623029272,0.000634510812223088,0.126518869687566,11.6743627766495,11.834457335721,11.9199970640711,12.0051693727867,12.1701938023781,39758.7345055218,0.999975628048886
"post_ln_pred[9]",12.0435654099338,0.000504761200123235,0.0998056150356009,11.8479742169466,11.9765950803258,12.0435097334439,12.110934731592,12.2384005793941,39096.512765398,1.00000092747429
"post_ln_pred[10]",11.8922794822044,0.000745480655173506,0.147786877258233,11.6011039747097,11.7927038728749,11.8920007952756,11.9914712385099,12.183734166236,39300.5826186167,0.999963702197463
"post_ln_pred[11]",11.7736356220973,0.000666433846107204,0.133520296927367,11.5117310743364,11.6838745940231,11.7727175188438,11.8634495865579,12.0372893952375,40140.2883636217,0.999985489399776
"post_ln_pred[12]",12.106460861485,0.00037778943955727,0.0750171196625894,11.9604818922752,12.0553504265521,12.1067987463469,12.1570189722392,12.2537658814206,39429.4884380835,0.999980711974514
"post_ln_pred[13]",12.1841915972757,0.000502588122697819,0.100567371288851,11.9866867284168,12.1162524174305,12.1839018596934,12.2520676813652,12.3820315897316,40039.6022564126,1.00001615142282
"post_ln_pred[14]",12.2205175423194,0.000400831752675252,0.080108248883559,12.0635548319524,12.166178500901,12.2209933020134,12.2741612746766,12.3775865214667,39942.0399246085,0.99996180357455
"post_ln_pred[15]",12.3967694580645,0.000434250565372989,0.0862706512122587,12.2274100785446,12.3394213900376,12.3964435548882,12.4544113071189,12.5657297860398,39468.0225375877,1.0000172522018
"post_ln_pred[16]",12.2083397316819,0.00037847329437778,0.0757553556201758,12.0610549047027,12.157050586891,12.2086316809333,12.2593467848537,12.3573527958693,40064.1747576467,0.9999800396493
"post_ln_pred[17]",12.3717020620954,0.000523980899766529,0.103722962709761,12.1693225165963,12.3014251174181,12.3719271762149,12.4421422228454,12.5737410558884,39184.9154521819,0.999996140448234
"post_ln_pred[18]",12.4154650530336,0.000706508665155694,0.141038349617336,12.1395954882922,12.3205347310913,12.4154029296623,12.5096856802379,12.6938826512007,39851.0206845295,0.999961793632361
"post_ln_pred[19]",12.7264313065838,0.000573702343852238,0.1129786452232,12.5070734303956,12.6498890063888,12.7264870122416,12.8029034948015,12.9474409344949,38781.0422660952,1.0001674236998
"post_ln_pred[20]",12.6572209934128,0.000649317560658078,0.128625745749284,12.4055850355692,12.5703301336033,12.6570213064903,12.7450283186578,12.9083692508316,39241.1308710789,0.999947853586399
"post_ln_pred[21]",12.5143915273215,0.000537643515730762,0.107009319191992,12.3034182266807,12.442603089551,12.5147492541686,12.5871048262424,12.7230669301894,39614.5181127035,1.00000366981943
"post_ln_pred[22]",12.4752655832185,0.000675105337885629,0.1336575934266,12.2154357793048,12.3845167554627,12.4745255260833,12.5660903910588,12.7381182484036,39196.2203615837,0.999965124578778
"post_ln_pred[23]",12.097032330795,0.000539814485566137,0.108138807828285,11.8854899632622,12.0243455826337,12.0966597209432,12.1701450692518,12.3108150549525,40130.4552070694,1.00003113963667
